lsoa,rep_stop,n_stops
E01034487,LEYTON MIDLAND ROAD STATION,2
E01034578,PITT CRESCENT,7
E01034579,WIMBLEDON STADIUM,5
E01034580,COLLIERS WOOD STATION,4
E01034581,RUNNYMEDE,5
E01034589,CANONS PARK STATION,5
E01034591,HARROW LEISURE CENTRE,2
E01034592,HARROW CIVIC CENTRE / HARROW MOSQUE,1
E01034593,HEADSTONE LANE STATION,6
E01034594,HARROW VIEW WEST,4
E01034595,HARROW TOWN CENTRE / ST JOHN'S ROAD,2
E01034597,GAYTON ROAD,5
E01034598,HARROW TOWN CENTRE,4
E01034599,CORBINS LANE,1
E01034601,HONEY HILL,5
E01034602,UXBRIDGE STATION,10
E01034603,ST ANDREW'S CHURCH,1
E01034604,,1
E01034605,THE GREENWAY,4
E01034606,BRUNEL UNIVERSITY,1
E01034607,STATION ROAD,9
E01034608,YIEWSLEY LIBRARY,4
E01034609,WEST DRAYTON STATION,8
E01034610,LONGMEAD ROAD,2
E01034612,BOTWELL LANE,9
E01034613,LONGWALK ROAD,5
E01034615,STOCKLEY ROAD,4
E01034616,HAYES & HARLINGTON STATION,5
E01034617,FAIREY CORNER,3
E01035484,NORTH POLE ROAD,10
E01035485,WHITE CITY STATION,5
E01035486,IMPERIAL ROAD,4
E01035487,IMPERIAL WHARF STATION  / IMPERIAL ROAD,2
E01035488,CHATFIELD ROAD,2
E01035489,BRIDGEND ROAD,1
E01035490,ST MARY'S CHURCH / PUTNEY PIER,7
E01035491,BRIDGEND ROAD,1
E01035492,OSIERS ROAD,2
E01035493,SOUTHSIDE SHOPPING CENTRE,17
E01035494,WANDSWORTH / SOUTHSIDE,1
E01035496,COVENT GARDEN MARKET EAST SIDE,6
E01035498,RIVERLIGHT QUAY,2
E01035499,CAREY GARDENS,2
E01035638,WOODBERRY GROVE,4
E01035639,MANOR HOUSE STATION,2
E01035640,RIDLEY ROAD MARKET,2
E01035641,GRAHAM ROAD,2
E01035642,HAGGERSTON STATION,1
E01035643,CANAL WALK,2
E01035645,LABURNUM STREET,1
E01035648,BLETCHLEY STREET,2
E01035649,WINDSOR TERRACE,5
E01035650,MIDDLETON ROAD,3
E01035651,SEVEN SISTERS ROAD,1
E01035652,SEVEN SISTERS ROAD / NAGS HEAD,5
E01035655,ANGEL ISLINGTON / CITY ROAD,3
E01035657,HACKNEY WICK STATION,13
E01035658,MONIER ROAD,4
E01035659,ROMAN ROAD MARKET,3
E01035660,CAMBRIDGE HEATH STATION,3
E01035661,CAMBRIDGE HEATH STATION,1
E01035663,BOW CHURCH STATION,3
E01035665,BROMLEY BY BOW STATION,5
E01035667,BROMLEY BY BOW STATION,4
E01035668,FAKRUDDIN STREET,2
E01035669,BRICK LANE,3
E01035670,QUEEN MARY / UNIVERSITY OF LONDON,8
E01035671,CRANWELL CLOSE,2
E01035672,WATTS GROVE,2
E01035674,COBORN ROAD,1
E01035675,MILE END STATION,2
E01035676,ST PAUL'S WAY,9
E01035678,FAWE STREET,2
E01035679,CHRISP STREET MARKET,8
E01035680,DONGOLA ROAD,2
E01035681,STEPNEY GREEN SCHOOL,3
E01035682,HARFORD STREET,2
E01035685,BROOMFIELD STREET,1
E01035687,ALDGATE EAST STATION,2
E01035690,LOWELL STREET,2
E01035691,BURDETT ROAD,3
E01035693,BROOMFIELD STREET,1
E01035694,EAST INDIA DOCK ROAD,3
E01035695,UNIVERSITY OF CUMBRIA IN LONDON,3
E01035696,WELLCLOSE STREET,2
E01035697,THE HIGHWAY,1
E01035702,ABBOTT ROAD,5
E01035703,HARBOUR EXCHANGE SQUARE,2
E01035704,EAST FERRY ROAD,1
E01035705,ST JOHN'S PARK,4
E01035706,CROSSHARBOUR STATION,3
E01035707,SANDALL ROAD,7
E01035708,KING'S CROSS STATION,9
E01035709,CHENIES PLACE,2
E01035710,EUSTON STATION,17
E01035711,WARREN STREET STATION,13
E01035712,GWYNNE PLACE,5
E01035713,ONSLOW SQUARE,12
E01035714,CHELSEA AND WESTMINSTER HOSPITAL,3
E01035715,CHARFIELD COURT,2
E01035716,GREAT TITCHFIELD ST / OXFORD CIRCUS STN,17
E01035717,ST STEPHENS GARDENS,2
E01035718,MARBLE ARCH STATION  / PARK LANE,48
E01035719,MILLBANK,3
E01035720,VAUXHALL BRIDGE ROAD,5
E01035721,EBURY BRIDGE ROAD,8
E01035722,CLAVERTON STREET / CHURCHILL GARDENS,1
